"sn","metric","level","c2","e2","sort_order","name","triggered","c1","e1"
"26SH00003","energy_impact","正常","能量冲击诊断结论：正常","[""axis=X"", ""axis_label=X轴(垂直)"", ""crest_factor=3.38"", ""attention=4"", ""warning=6"", ""severe=8"", ""rule=crest_factor < attention threshold"", ""field=crest_factor"", ""axis=X"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=3.38"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=1"", ""absolute_warning=2"", ""absolute_severe=3"", ""absolute_mode=False"", ""axis=X"", ""axis_label=X轴(垂直)"", ""kurtosis=2.92"", ""attention=4"", ""warning=6"", ""severe=8"", ""rule=kurtosis < attention threshold"", ""field=kurtosis"", ""axis=X"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=2.92"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=1"", ""absolute_warning=2"", ""absolute_severe=3"", ""absolute_mode=False"", ""axis=X"", ""axis_label=X轴(垂直)"", ""peak_to_peak_acc_g=0.07"", ""baseline=0.07685"", ""relative_delta=-0.08908"", ""history_count=71"", ""attention_delta=0.5"", ""warning_delta=1.0"", ""severe_delta=2.0"", ""rule=relative_delta < attention threshold"", ""field=peak_to_peak_acc_g"", ""axis=X"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=0.07"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=0.05"", ""absolute_warning=0.1"", ""absolute_severe=0.2"", ""absolute_mode=False"", ""axis=X"", ""axis_label=X轴(垂直)"", ""band_2000_5000=0.557"", ""baseline=0.5341"", ""relative_delta=0.0428"", ""history_count=71"", ""attention_delta=0.5"", ""warning_delta=1.0"", ""severe_delta=2.0"", ""rule=relative_delta < attention threshold"", ""field=band_2000_5000"", ""axis=X"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=0.557"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=0.05"", ""absolute_warning=0.1"", ""absolute_severe=0.2"", ""absolute_mode=False"", ""axis=Y"", ""axis_label=Y轴(水平)"", ""crest_factor=3.78"", ""attention=4"", ""warning=6"", ""severe=8"", ""rule=crest_factor < attention threshold"", ""field=crest_factor"", ""axis=Y"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=3.78"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=1"", ""absolute_warning=2"", ""absolute_severe=3"", ""absolute_mode=False"", ""axis=Y"", ""axis_label=Y轴(水平)"", ""kurtosis=2.97"", ""attention=4"", ""warning=6"", ""severe=8"", ""rule=kurtosis < attention threshold"", ""field=kurtosis"", ""axis=Y"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=2.97"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=1"", ""absolute_warning=2"", ""absolute_severe=3"", ""absolute_mode=False"", ""axis=Y"", ""axis_label=Y轴(水平)"", ""peak_to_peak_acc_g=0.076"", ""baseline=0.0769"", ""relative_delta=-0.01172"", ""history_count=71"", ""attention_delta=0.5"", ""warning_delta=1.0"", ""severe_delta=2.0"", ""rule=relative_delta < attention threshold"", ""field=peak_to_peak_acc_g"", ""axis=Y"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=0.076"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=0.05"", ""absolute_warning=0.1"", ""absolute_severe=0.2"", ""absolute_mode=False"", ""axis=Y"", ""axis_label=Y轴(水平)"", ""band_2000_5000=0.54"", ""baseline=0.5201"", ""relative_delta=0.03818"", ""history_count=71"", ""attention_delta=0.5"", ""warning_delta=1.0"", ""severe_delta=2.0"", ""rule=relative_delta < attention threshold"", ""field=band_2000_5000"", ""axis=Y"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=0.54"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=0.05"", ""absolute_warning=0.1"", ""absolute_severe=0.2"", ""absolute_mode=False"", ""axis=Z"", ""axis_label=Z轴(轴向)"", ""crest_factor=3.25"", ""attention=4"", ""warning=6"", ""severe=8"", ""rule=crest_factor < attention threshold"", ""field=crest_factor"", ""axis=Z"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=3.25"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=1"", ""absolute_warning=2"", ""absolute_severe=3"", ""absolute_mode=False"", ""axis=Z"", ""axis_label=Z轴(轴向)"", ""kurtosis=2.91"", ""attention=4"", ""warning=6"", ""severe=8"", ""rule=kurtosis < attention threshold"", ""field=kurtosis"", ""axis=Z"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=2.91"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=1"", ""absolute_warning=2"", ""absolute_severe=3"", ""absolute_mode=False"", ""axis=Z"", ""axis_label=Z轴(轴向)"", ""peak_to_peak_acc_g=0.077"", ""baseline=0.08923"", ""relative_delta=-0.137"", ""history_count=71"", ""attention_delta=0.5"", ""warning_delta=1.0"", ""severe_delta=2.0"", ""rule=relative_delta < attention threshold"", ""field=peak_to_peak_acc_g"", ""axis=Z"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=0.077"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=0.05"", ""absolute_warning=0.1"", ""absolute_severe=0.2"", ""absolute_mode=False"", ""axis=Z"", ""axis_label=Z轴(轴向)"", ""band_2000_5000=0.567"", ""baseline=0.5441"", ""relative_delta=0.04206"", ""history_count=71"", ""attention_delta=0.5"", ""warning_delta=1.0"", ""severe_delta=2.0"", ""rule=relative_delta < attention threshold"", ""field=band_2000_5000"", ""axis=Z"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=0.567"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=0.05"", ""absolute_warning=0.1"", ""absolute_severe=0.2"", ""absolute_mode=False""]","0","X轴(垂直)冲击因子","0","X轴(垂直)冲击因子正常","[""axis=X"", ""axis_label=X轴(垂直)"", ""crest_factor=3.38"", ""attention=4"", ""warning=6"", ""severe=8"", ""rule=crest_factor < attention threshold""]"
"26SH00003","energy_impact","正常","能量冲击诊断结论：正常","[""axis=X"", ""axis_label=X轴(垂直)"", ""crest_factor=3.38"", ""attention=4"", ""warning=6"", ""severe=8"", ""rule=crest_factor < attention threshold"", ""field=crest_factor"", ""axis=X"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=3.38"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=1"", ""absolute_warning=2"", ""absolute_severe=3"", ""absolute_mode=False"", ""axis=X"", ""axis_label=X轴(垂直)"", ""kurtosis=2.92"", ""attention=4"", ""warning=6"", ""severe=8"", ""rule=kurtosis < attention threshold"", ""field=kurtosis"", ""axis=X"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=2.92"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=1"", ""absolute_warning=2"", ""absolute_severe=3"", ""absolute_mode=False"", ""axis=X"", ""axis_label=X轴(垂直)"", ""peak_to_peak_acc_g=0.07"", ""baseline=0.07685"", ""relative_delta=-0.08908"", ""history_count=71"", ""attention_delta=0.5"", ""warning_delta=1.0"", ""severe_delta=2.0"", ""rule=relative_delta < attention threshold"", ""field=peak_to_peak_acc_g"", ""axis=X"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=0.07"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=0.05"", ""absolute_warning=0.1"", ""absolute_severe=0.2"", ""absolute_mode=False"", ""axis=X"", ""axis_label=X轴(垂直)"", ""band_2000_5000=0.557"", ""baseline=0.5341"", ""relative_delta=0.0428"", ""history_count=71"", ""attention_delta=0.5"", ""warning_delta=1.0"", ""severe_delta=2.0"", ""rule=relative_delta < attention threshold"", ""field=band_2000_5000"", ""axis=X"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=0.557"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=0.05"", ""absolute_warning=0.1"", ""absolute_severe=0.2"", ""absolute_mode=False"", ""axis=Y"", ""axis_label=Y轴(水平)"", ""crest_factor=3.78"", ""attention=4"", ""warning=6"", ""severe=8"", ""rule=crest_factor < attention threshold"", ""field=crest_factor"", ""axis=Y"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=3.78"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=1"", ""absolute_warning=2"", ""absolute_severe=3"", ""absolute_mode=False"", ""axis=Y"", ""axis_label=Y轴(水平)"", ""kurtosis=2.97"", ""attention=4"", ""warning=6"", ""severe=8"", ""rule=kurtosis < attention threshold"", ""field=kurtosis"", ""axis=Y"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=2.97"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=1"", ""absolute_warning=2"", ""absolute_severe=3"", ""absolute_mode=False"", ""axis=Y"", ""axis_label=Y轴(水平)"", ""peak_to_peak_acc_g=0.076"", ""baseline=0.0769"", ""relative_delta=-0.01172"", ""history_count=71"", ""attention_delta=0.5"", ""warning_delta=1.0"", ""severe_delta=2.0"", ""rule=relative_delta < attention threshold"", ""field=peak_to_peak_acc_g"", ""axis=Y"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=0.076"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=0.05"", ""absolute_warning=0.1"", ""absolute_severe=0.2"", ""absolute_mode=False"", ""axis=Y"", ""axis_label=Y轴(水平)"", ""band_2000_5000=0.54"", ""baseline=0.5201"", ""relative_delta=0.03818"", ""history_count=71"", ""attention_delta=0.5"", ""warning_delta=1.0"", ""severe_delta=2.0"", ""rule=relative_delta < attention threshold"", ""field=band_2000_5000"", ""axis=Y"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=0.54"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=0.05"", ""absolute_warning=0.1"", ""absolute_severe=0.2"", ""absolute_mode=False"", ""axis=Z"", ""axis_label=Z轴(轴向)"", ""crest_factor=3.25"", ""attention=4"", ""warning=6"", ""severe=8"", ""rule=crest_factor < attention threshold"", ""field=crest_factor"", ""axis=Z"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=3.25"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=1"", ""absolute_warning=2"", ""absolute_severe=3"", ""absolute_mode=False"", ""axis=Z"", ""axis_label=Z轴(轴向)"", ""kurtosis=2.91"", ""attention=4"", ""warning=6"", ""severe=8"", ""rule=kurtosis < attention threshold"", ""field=kurtosis"", ""axis=Z"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=2.91"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=1"", ""absolute_warning=2"", ""absolute_severe=3"", ""absolute_mode=False"", ""axis=Z"", ""axis_label=Z轴(轴向)"", ""peak_to_peak_acc_g=0.077"", ""baseline=0.08923"", ""relative_delta=-0.137"", ""history_count=71"", ""attention_delta=0.5"", ""warning_delta=1.0"", ""severe_delta=2.0"", ""rule=relative_delta < attention threshold"", ""field=peak_to_peak_acc_g"", ""axis=Z"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=0.077"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=0.05"", ""absolute_warning=0.1"", ""absolute_severe=0.2"", ""absolute_mode=False"", ""axis=Z"", ""axis_label=Z轴(轴向)"", ""band_2000_5000=0.567"", ""baseline=0.5441"", ""relative_delta=0.04206"", ""history_count=71"", ""attention_delta=0.5"", ""warning_delta=1.0"", ""severe_delta=2.0"", ""rule=relative_delta < attention threshold"", ""field=band_2000_5000"", ""axis=Z"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=0.567"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=0.05"", ""absolute_warning=0.1"", ""absolute_severe=0.2"", ""absolute_mode=False""]","1","X轴(垂直)冲击因子横向比较","0","X轴(垂直)冲击因子横向比较横向比较数据不足","[""field=crest_factor"", ""axis=X"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=3.38"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=1"", ""absolute_warning=2"", ""absolute_severe=3"", ""absolute_mode=False""]"
"26SH00003","energy_impact","正常","能量冲击诊断结论：正常","[""axis=X"", ""axis_label=X轴(垂直)"", ""crest_factor=3.38"", ""attention=4"", ""warning=6"", ""severe=8"", ""rule=crest_factor < attention threshold"", ""field=crest_factor"", ""axis=X"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=3.38"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=1"", ""absolute_warning=2"", ""absolute_severe=3"", ""absolute_mode=False"", ""axis=X"", ""axis_label=X轴(垂直)"", ""kurtosis=2.92"", ""attention=4"", ""warning=6"", ""severe=8"", ""rule=kurtosis < attention threshold"", ""field=kurtosis"", ""axis=X"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=2.92"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=1"", ""absolute_warning=2"", ""absolute_severe=3"", ""absolute_mode=False"", ""axis=X"", ""axis_label=X轴(垂直)"", ""peak_to_peak_acc_g=0.07"", ""baseline=0.07685"", ""relative_delta=-0.08908"", ""history_count=71"", ""attention_delta=0.5"", ""warning_delta=1.0"", ""severe_delta=2.0"", ""rule=relative_delta < attention threshold"", ""field=peak_to_peak_acc_g"", ""axis=X"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=0.07"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=0.05"", ""absolute_warning=0.1"", ""absolute_severe=0.2"", ""absolute_mode=False"", ""axis=X"", ""axis_label=X轴(垂直)"", ""band_2000_5000=0.557"", ""baseline=0.5341"", ""relative_delta=0.0428"", ""history_count=71"", ""attention_delta=0.5"", ""warning_delta=1.0"", ""severe_delta=2.0"", ""rule=relative_delta < attention threshold"", ""field=band_2000_5000"", ""axis=X"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=0.557"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=0.05"", ""absolute_warning=0.1"", ""absolute_severe=0.2"", ""absolute_mode=False"", ""axis=Y"", ""axis_label=Y轴(水平)"", ""crest_factor=3.78"", ""attention=4"", ""warning=6"", ""severe=8"", ""rule=crest_factor < attention threshold"", ""field=crest_factor"", ""axis=Y"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=3.78"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=1"", ""absolute_warning=2"", ""absolute_severe=3"", ""absolute_mode=False"", ""axis=Y"", ""axis_label=Y轴(水平)"", ""kurtosis=2.97"", ""attention=4"", ""warning=6"", ""severe=8"", ""rule=kurtosis < attention threshold"", ""field=kurtosis"", ""axis=Y"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=2.97"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=1"", ""absolute_warning=2"", ""absolute_severe=3"", ""absolute_mode=False"", ""axis=Y"", ""axis_label=Y轴(水平)"", ""peak_to_peak_acc_g=0.076"", ""baseline=0.0769"", ""relative_delta=-0.01172"", ""history_count=71"", ""attention_delta=0.5"", ""warning_delta=1.0"", ""severe_delta=2.0"", ""rule=relative_delta < attention threshold"", ""field=peak_to_peak_acc_g"", ""axis=Y"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=0.076"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=0.05"", ""absolute_warning=0.1"", ""absolute_severe=0.2"", ""absolute_mode=False"", ""axis=Y"", ""axis_label=Y轴(水平)"", ""band_2000_5000=0.54"", ""baseline=0.5201"", ""relative_delta=0.03818"", ""history_count=71"", ""attention_delta=0.5"", ""warning_delta=1.0"", ""severe_delta=2.0"", ""rule=relative_delta < attention threshold"", ""field=band_2000_5000"", ""axis=Y"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=0.54"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=0.05"", ""absolute_warning=0.1"", ""absolute_severe=0.2"", ""absolute_mode=False"", ""axis=Z"", ""axis_label=Z轴(轴向)"", ""crest_factor=3.25"", ""attention=4"", ""warning=6"", ""severe=8"", ""rule=crest_factor < attention threshold"", ""field=crest_factor"", ""axis=Z"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=3.25"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=1"", ""absolute_warning=2"", ""absolute_severe=3"", ""absolute_mode=False"", ""axis=Z"", ""axis_label=Z轴(轴向)"", ""kurtosis=2.91"", ""attention=4"", ""warning=6"", ""severe=8"", ""rule=kurtosis < attention threshold"", ""field=kurtosis"", ""axis=Z"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=2.91"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=1"", ""absolute_warning=2"", ""absolute_severe=3"", ""absolute_mode=False"", ""axis=Z"", ""axis_label=Z轴(轴向)"", ""peak_to_peak_acc_g=0.077"", ""baseline=0.08923"", ""relative_delta=-0.137"", ""history_count=71"", ""attention_delta=0.5"", ""warning_delta=1.0"", ""severe_delta=2.0"", ""rule=relative_delta < attention threshold"", ""field=peak_to_peak_acc_g"", ""axis=Z"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=0.077"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=0.05"", ""absolute_warning=0.1"", ""absolute_severe=0.2"", ""absolute_mode=False"", ""axis=Z"", ""axis_label=Z轴(轴向)"", ""band_2000_5000=0.567"", ""baseline=0.5441"", ""relative_delta=0.04206"", ""history_count=71"", ""attention_delta=0.5"", ""warning_delta=1.0"", ""severe_delta=2.0"", ""rule=relative_delta < attention threshold"", ""field=band_2000_5000"", ""axis=Z"", ""enabled=True"", ""enough_data=False"", ""reason=not_enough_peer_values"", ""current_value=0.567"", ""peer_count=0"", ""peer_median=None"", ""delta=None"", ""relative_delta=None"", ""relative_attention=0.2"", ""relative_warning=0.5"", ""relative_severe=1"", ""absolute_attention=0.05"", ""absolute_warning=0.1"", ""absolute_severe=0.2"", ""absolute_mode=False""]","2","X轴(垂直)峭度","0","X轴(垂直)峭度正常","[""axis=X"", ""axis_label=X轴(垂直)"", ""kurtosis=2.92"", ""attention=4"", ""warning=6"", ""severe=8"", ""rule=kurtosis < attention threshold""]"
